Date,Temperature,Humidity,WindSpeed,Rainfall,Month,Year,Season,Month_Year,Rolling_Avg
2024-07-11,32.4,80.0,13.7,14.8,July,2024,Monsoon,2024-07,69.81428571428572
2024-07-12,31.9,69.5,10.9,30.7,July,2024,Monsoon,2024-07,71.1
2024-07-13,32.8,83.3,11.6,12.0,July,2024,Monsoon,2024-07,72.8142857142857
2024-07-14,33.7,57.3,8.1,17.6,July,2024,Monsoon,2024-07,69.98571428571428
2024-07-15,32.5,79.4,12.5,0.0,July,2024,Monsoon,2024-07,72.25714285714285
2024-07-16,30.9,76.3,4.9,24.0,July,2024,Monsoon,2024-07,75.44285714285715
2024-07-17,35.0,77.2,10.4,12.2,July,2024,Monsoon,2024-07,74.71428571428571
2024-07-18,33.2,65.0,8.3,6.5,July,2024,Monsoon,2024-07,72.57142857142857
2024-07-19,31.9,83.3,11.4,9.0,July,2024,Monsoon,2024-07,74.54285714285713
2024-07-20,32.6,65.8,9.1,0.0,July,2024,Monsoon,2024-07,72.04285714285714
2024-07-21,34.9,77.2,14.9,17.5,July,2024,Monsoon,2024-07,74.88571428571429
2024-07-22,32.4,56.6,8.3,34.7,July,2024,Monsoon,2024-07,71.62857142857142
2024-07-23,30.5,76.4,9.4,24.7,July,2024,Monsoon,2024-07,71.64285714285714
2024-07-24,34.5,77.5,8.5,8.8,July,2024,Monsoon,2024-07,71.68571428571428
2024-07-25,33.3,57.2,9.3,15.4,July,2024,Monsoon,2024-07,70.57142857142857
2024-07-26,34.1,84.6,11.8,13.7,July,2024,Monsoon,2024-07,70.75714285714285
2024-07-27,33.8,70.5,6.8,33.0,July,2024,Monsoon,2024-07,71.42857142857143
2024-07-28,34.5,58.6,12.8,41.9,July,2024,Monsoon,2024-07,68.77142857142857
2024-07-29,31.9,68.8,5.3,8.2,July,2024,Monsoon,2024-07,70.51428571428572
2024-07-30,33.4,68.7,11.1,13.6,July,2024,Monsoon,2024-07,69.41428571428573
2024-07-31,33.5,73.8,9.3,11.1,July,2024,Monsoon,2024-07,68.88571428571427
2024-08-01,34.0,66.7,8.7,32.2,August,2024,Monsoon,2024-08,70.24285714285715
2024-08-02,35.9,81.9,12.7,32.4,August,2024,Monsoon,2024-08,69.85714285714286
2024-08-03,28.6,89.3,9.9,23.3,August,2024,Monsoon,2024-08,72.54285714285714
2024-08-04,31.1,83.3,10.8,13.9,August,2024,Monsoon,2024-08,76.07142857142857
2024-08-05,31.5,78.9,7.4,27.3,August,2024,Monsoon,2024-08,77.51428571428572
2024-08-06,32.3,68.6,12.4,40.6,August,2024,Monsoon,2024-08,77.5
2024-08-07,28.0,78.6,11.6,0.0,August,2024,Monsoon,2024-08,78.1857142857143
2024-08-08,32.9,55.4,8.1,1.0,August,2024,Monsoon,2024-08,76.57142857142857
2024-08-09,33.8,81.0,6.8,31.2,August,2024,Monsoon,2024-08,76.44285714285715
2024-08-10,32.2,62.0,10.5,12.7,August,2024,Monsoon,2024-08,72.54285714285713
2024-08-11,30.4,73.8,9.4,29.2,August,2024,Monsoon,2024-08,71.18571428571428
2024-08-12,28.5,75.6,10.7,5.9,August,2024,Monsoon,2024-08,70.71428571428571
2024-08-13,31.5,73.2,8.6,19.1,August,2024,Monsoon,2024-08,71.37142857142857
2024-08-14,32.5,77.2,11.0,18.3,August,2024,Monsoon,2024-08,71.17142857142856
2024-08-15,31.1,66.4,12.8,7.9,August,2024,Monsoon,2024-08,72.74285714285715
2024-08-16,31.7,52.1,8.5,18.4,August,2024,Monsoon,2024-08,68.61428571428571
2024-08-17,32.3,73.9,6.3,9.3,August,2024,Monsoon,2024-08,70.31428571428572
2024-08-18,31.2,65.2,9.2,26.7,August,2024,Monsoon,2024-08,69.08571428571429
2024-08-19,32.3,72.9,14.1,15.5,August,2024,Monsoon,2024-08,68.7
2024-08-20,27.7,69.7,7.0,0.0,August,2024,Monsoon,2024-08,68.2
2024-08-21,26.2,67.6,7.5,20.2,August,2024,Monsoon,2024-08,66.82857142857144
2024-08-22,29.0,89.9,10.3,25.4,August,2024,Monsoon,2024-08,70.18571428571428
2024-08-23,30.6,72.5,7.5,19.8,August,2024,Monsoon,2024-08,73.10000000000001
2024-08-24,31.7,83.3,14.4,15.4,August,2024,Monsoon,2024-08,74.44285714285715
2024-08-25,29.3,67.4,13.2,28.6,August,2024,Monsoon,2024-08,74.75714285714287
2024-08-26,30.2,81.6,8.7,12.2,August,2024,Monsoon,2024-08,76.0
2024-08-27,28.9,77.9,12.6,31.0,August,2024,Monsoon,2024-08,77.17142857142858
2024-08-28,27.0,71.3,8.9,23.1,August,2024,Monsoon,2024-08,77.7
2024-08-29,29.9,65.9,8.6,23.8,August,2024,Monsoon,2024-08,74.27142857142857
2024-08-30,32.1,68.9,8.5,43.8,August,2024,Monsoon,2024-08,73.75714285714285
2024-08-31,26.9,94.5,7.0,23.6,August,2024,Monsoon,2024-08,75.35714285714286
2024-09-01,27.6,78.5,14.1,12.1,September,2024,Monsoon,2024-09,76.94285714285715
2024-09-02,28.1,72.8,8.4,21.9,September,2024,Monsoon,2024-09,75.68571428571428
2024-09-03,29.5,63.3,11.5,29.8,September,2024,Monsoon,2024-09,73.60000000000001
2024-09-04,27.7,83.0,11.8,14.9,September,2024,Monsoon,2024-09,75.27142857142857
2024-09-05,29.6,78.0,9.5,11.6,September,2024,Monsoon,2024-09,77.0
2024-09-06,28.1,78.2,9.2,13.1,September,2024,Monsoon,2024-09,78.32857142857142
2024-09-07,30.9,75.4,8.6,27.1,September,2024,Monsoon,2024-09,75.60000000000001
2024-09-08,28.3,74.2,6.9,13.0,September,2024,Monsoon,2024-09,74.98571428571428
2024-09-09,27.0,87.2,9.4,22.5,September,2024,Monsoon,2024-09,77.04285714285713
2024-09-10,29.6,74.6,6.5,18.7,September,2024,Monsoon,2024-09,78.65714285714286
2024-09-11,23.9,68.3,8.9,8.2,September,2024,Monsoon,2024-09,76.55714285714286
2024-09-12,25.4,77.4,14.4,14.2,September,2024,Monsoon,2024-09,76.47142857142858
2024-09-13,24.3,88.7,12.2,25.8,September,2024,Monsoon,2024-09,77.97142857142856
2024-09-14,27.55,86.9,9.1,11.9,September,2024,Monsoon,2024-09,79.61428571428573
2024-09-15,28.7,74.6,11.9,3.0,September,2024,Monsoon,2024-09,79.67142857142856
2024-09-16,29.7,80.2,10.5,24.2,September,2024,Monsoon,2024-09,78.67142857142858
2024-09-17,28.4,74.6,8.4,21.6,September,2024,Monsoon,2024-09,78.67142857142858
2024-09-18,24.8,69.7,9.9,3.2,September,2024,Monsoon,2024-09,78.87142857142858
2024-09-19,29.2,87.4,14.7,25.4,September,2024,Monsoon,2024-09,80.3
2024-09-20,26.9,84.7,9.1,13.4,September,2024,Monsoon,2024-09,79.72857142857143
2024-09-21,25.4,71.1,4.2,11.1,September,2024,Monsoon,2024-09,77.47142857142856
2024-09-22,27.8,71.0,12.9,16.2,September,2024,Monsoon,2024-09,76.95714285714287
2024-09-23,26.5,71.5,13.1,16.3,September,2024,Monsoon,2024-09,75.71428571428571
2024-09-24,25.8,75.6,15.9,20.0,September,2024,Monsoon,2024-09,75.85714285714286
2024-09-25,23.6,67.2,5.0,19.3,September,2024,Monsoon,2024-09,75.5
2024-09-26,24.7,77.2,10.0,16.1,September,2024,Monsoon,2024-09,74.04285714285713
